餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
武聖夜市,許世賢,2 則評論 · 3 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/114757901632154479606/reviews?hl=zh-TW
武聖夜市,S.J C,在地嚮導 · 32 則評論 · 32 張相片,1 個月前,5 顆星,很多好吃的 有垃圾桶很讚,https://www.google.com/maps/contrib/104393826758662400645/reviews?hl=zh-TW
武聖夜市,王韻婷,在地嚮導 · 19 則評論 · 2 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/114398357302404834353/reviews?hl=zh-TW
武聖夜市,侯宗寬,在地嚮導 · 3 則評論 · 22 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/101731057851501560203/reviews?hl=zh-TW
武聖夜市,二馬,在地嚮導 · 15 則評論 · 3 張相片,1 個月前,5 顆星,少了很多攤 建議三六再來,https://www.google.com/maps/contrib/106324530755625020195/reviews?hl=zh-TW
武聖夜市,許正宜,"在地嚮導 · 1,287 則評論 · 6,661 張相片",1 個月前,5 顆星,東西多,https://www.google.com/maps/contrib/102008209496310030231/reviews?hl=zh-TW
武聖夜市,黃金生,在地嚮導 · 64 則評論 · 457 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/111039541316635303862/reviews?hl=zh-TW
武聖夜市,シュちゃんねる,在地嚮導 · 17 則評論 · 6 張相片,1 個月前,1 顆星,別開車來,https://www.google.com/maps/contrib/113312073955967369303/reviews?hl=zh-TW
武聖夜市,JaSmInE Wang,在地嚮導 · 147 則評論 · 139 張相片,1 個月前,5 顆星,好停車！,https://www.google.com/maps/contrib/111232756863742175756/reviews?hl=zh-TW
武聖夜市,Yang小璋,在地嚮導 · 30 則評論 · 2 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/100092321800119594777/reviews?hl=zh-TW
武聖夜市,蔡耀德,在地嚮導 · 38 則評論 · 225 張相片,1 個月前,3 顆星,,https://www.google.com/maps/contrib/114210706411121252642/reviews?hl=zh-TW
武聖夜市,林老師,在地嚮導 · 19 則評論 · 812 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/115092236832647989505/reviews?hl=zh-TW
武聖夜市,軒,在地嚮導 · 20 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/111956054263960142500/reviews?hl=zh-TW
武聖夜市,蔡珺泇,在地嚮導 · 174 則評論 · 339 張相片,1 個月前,5 顆星,武聖叫賣哥很好笑,https://www.google.com/maps/contrib/112137508112418956755/reviews?hl=zh-TW
武聖夜市,喇叭鎖大王,在地嚮導 · 31 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/106736194142226278088/reviews?hl=zh-TW
武聖夜市,郭玟成,在地嚮導 · 25 則評論 · 5 張相片,1 個月前,5 顆星,非常好逛的夜市,https://www.google.com/maps/contrib/116457023404496316100/reviews?hl=zh-TW
武聖夜市,Jose Angel Ruiz-Figueroa (Cheng Gong),在地嚮導 · 235 則評論 · 121 張相片,1 個月前,5 顆星,如此多的選擇！,https://www.google.com/maps/contrib/114071149183679973505/reviews?hl=zh-TW
武聖夜市,愛吃,在地嚮導 · 38 則評論 · 201 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/117181610673207092711/reviews?hl=zh-TW
武聖夜市,Claire Chen,4 則評論 · 5 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/113725919232715597780/reviews?hl=zh-TW
武聖夜市,A. Moreno,在地嚮導 · 164 則評論 · 93 張相片,1 個月前,4 顆星,有各種各樣的東西可以買和吃。甚至還有適合兒童和成人的遊戲。,https://www.google.com/maps/contrib/102515511777628259419/reviews?hl=zh-TW
武聖夜市,Camilla,在地嚮導 · 494 則評論 · 14 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/117541950460777502773/reviews?hl=zh-TW
武聖夜市,真,17 則評論 · 4 張相片,1 個月前,1 顆星,爛！停車場指引人員態度很爛！詢問邊格能不能停，講什麼公司車位（我們複誦都是車位，那可以停）…你就講不能停就好了！另一個人員口氣很差，叫我們從出口出去重排？？？ok，貴夜市逛不起也不缺客人，我直接離開去逛其他夜市。,https://www.google.com/maps/contrib/113657920549235720048/reviews?hl=zh-TW
武聖夜市,汪紫嵐,在地嚮導 · 23 則評論 · 15 張相片,1 個月前,1 顆星,"停車動線真的有夠爛，明明後面場地那麼大，車子也是一直在出來，還不給進去，然後工作人員還是管理員（非指揮人員）態度有夠差！不說要等多久還一直趕人走，繞了好幾圈其他車子都能進去我們就只能一直繞！
重點我是在問指揮的工作人員話，工作人員都沒說什麼了，旁邊的人是在叫什麼^ ^
我真的很不懂！
來武聖每次都是停車問題！真的有待改善！",https://www.google.com/maps/contrib/107401143465717591561/reviews?hl=zh-TW
武聖夜市,Mary Leo,5 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/117807114160237708171/reviews?hl=zh-TW
武聖夜市,劉倢瑜,在地嚮導 · 46 則評論 · 24 張相片,1 個月前,1 顆星,"停車場管理人員態度差 且隨意瞪人 不明白是哪裡能惹到門口的兩位大哥
也不明白 為什麼不能好好說明白 能停車跟不能停車的差別 只會隨意大聲罵且怒瞪",https://www.google.com/maps/contrib/110430135871548778967/reviews?hl=zh-TW
武聖夜市,up ting,在地嚮導 · 52 則評論 · 5 張相片,1 個月前,5 顆星,東山鴨頭有夠好吃。,https://www.google.com/maps/contrib/115729508220074285777/reviews?hl=zh-TW
武聖夜市,李翊璇,在地嚮導 · 19 則評論 · 164 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110997917039192954046/reviews?hl=zh-TW
武聖夜市,幸福小窩,3 則評論 · 4 張相片,1 個月前,5 顆星,東西好吃價格便宜,https://www.google.com/maps/contrib/113434508709886920712/reviews?hl=zh-TW
武聖夜市,林恩,7 則評論 · 9 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/102140563746566183615/reviews?hl=zh-TW
武聖夜市,李富梅,3 則評論 · 4 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108703877188615794023/reviews?hl=zh-TW
武聖夜市,Nhu Ly,3 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110119682691820750397/reviews?hl=zh-TW
武聖夜市,jacky J,在地嚮導 · 31 則評論,1 個月前,4 顆星,,https://www.google.com/maps/contrib/115324952004291898770/reviews?hl=zh-TW
武聖夜市,Rooney Zeng,在地嚮導 · 24 則評論 · 169 張相片,1 個月前,4 顆星,武聖夜市是我到台南都會去逛,https://www.google.com/maps/contrib/106147936179627204103/reviews?hl=zh-TW
武聖夜市,周Michael,,1 個月前,5 顆星,,https://www.google.com/maps/contrib/104715336511733325531/reviews?hl=zh-TW
武聖夜市,林永德,在地嚮導 · 31 則評論 · 1 張相片,1 個月前,5 顆星,"好吃好逛
就是那個停車場的白痴入場方式讓人傻眼,
不準排隊,然後一台車停到他們指定的位置才放下一台進去,太弱智",https://www.google.com/maps/contrib/112027407969621006344/reviews?hl=zh-TW
武聖夜市,Yane Cheung,在地嚮導 · 72 則評論 · 182 張相片,1 個月前,5 顆星,很好逛很好吃😋 …,https://www.google.com/maps/contrib/108328763436048596264/reviews?hl=zh-TW
武聖夜市,shu yuan tseng,在地嚮導 · 176 則評論 · 82 張相片,1 個月前,5 顆星,哇！任何一攤幾乎都在排隊，看起來都很好吃，除了吃的也有玩的，適合全家到這裡來吃喝玩樂,https://www.google.com/maps/contrib/100174858842723864906/reviews?hl=zh-TW
武聖夜市,林淑菁,在地嚮導 · 13 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/116725520605276938701/reviews?hl=zh-TW
武聖夜市,TseTse Wu,在地嚮導 · 5 則評論 · 7 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109306754719897866643/reviews?hl=zh-TW
武聖夜市,偉,"在地嚮導 · 272 則評論 · 2,312 張相片",1 個月前,5 顆星,"吃了照片中幾樣都好吃
（ㄅㄧㄤㄅㄧㄤ麵沒吃 只是覺得好特別）",https://www.google.com/maps/contrib/104707924411822060782/reviews?hl=zh-TW
武聖夜市,葉銘曜,在地嚮導 · 8 則評論 · 3 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/113294015599476954273/reviews?hl=zh-TW
武聖夜市,L,在地嚮導 · 109 則評論 · 419 張相片,1 個月前,5 顆星,"身為台南在地人，這是我從小到大最愛逛的夜市！雖然規模沒有花園夜市那麼大，但相對來說人潮比較不會那麼擁擠，逛起來更舒服。

每次來都一定要吃旗魚黑輪、碳烤雞排、麻辣鴨血，這裡的美食真的很多，隨便走一圈都能找到好吃的。對我來說，不只是夜市，也是充滿回憶的地方！",https://www.google.com/maps/contrib/114873690830220448498/reviews?hl=zh-TW
武聖夜市,good Good,7 則評論,1 個月前,5 顆星,停車方便👍 …,https://www.google.com/maps/contrib/107126860251530260458/reviews?hl=zh-TW
武聖夜市,小羊,在地嚮導 · 13 則評論 · 7 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/114605160763181257151/reviews?hl=zh-TW
武聖夜市,曾國彰,在地嚮導 · 27 則評論 · 7 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/107525274675576926917/reviews?hl=zh-TW
武聖夜市,Wu chun wei,在地嚮導 · 50 則評論 · 33 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/112268240000876172764/reviews?hl=zh-TW
武聖夜市,LUCAS LAI,在地嚮導 · 419 則評論 · 19 張相片,1 個月前,4 顆星,5點到，不怕沒位置，吃了蔥油餅、三輪車香腸攤、炸皮蛋、炸豆腐，但炸豆腐像把一大塊切成6-8塊，小塊炸到超干，一點都不好吃。,https://www.google.com/maps/contrib/115137517271017414130/reviews?hl=zh-TW
武聖夜市,吳玟嬛,1 則評論 · 2 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/116596556207861903224/reviews?hl=zh-TW
武聖夜市,phantom,1 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/114719896196269922995/reviews?hl=zh-TW
武聖夜市,嵇鈺中,11 則評論 · 3 張相片,1 個月前,5 顆星,攤位算多，假日去很熱鬧，攤位排隊動線有點混亂,https://www.google.com/maps/contrib/118217655923045633214/reviews?hl=zh-TW
武聖夜市,林永挺,在地嚮導 · 16 則評論,1 個月前,4 顆星,遊戲好玩,https://www.google.com/maps/contrib/110511420691385339482/reviews?hl=zh-TW
武聖夜市,何志鴻,在地嚮導 · 84 則評論 · 13 張相片,1 個月前,4 顆星,販賣東西多樣，不像觀光夜市大同小異,https://www.google.com/maps/contrib/116663732960502527489/reviews?hl=zh-TW
武聖夜市,小英,在地嚮導 · 26 則評論 · 31 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103696581798957983643/reviews?hl=zh-TW
武聖夜市,Connie LAN,在地嚮導 · 161 則評論 · 530 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110306487032641016096/reviews?hl=zh-TW
武聖夜市,郭健良,7 則評論 · 7 張相片,1 個月前,5 顆星,"吃喝玩樂兼聚
值得一走",https://www.google.com/maps/contrib/102749104877451053096/reviews?hl=zh-TW
武聖夜市,楊軒榮,在地嚮導 · 95 則評論 · 181 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/106662103295741507193/reviews?hl=zh-TW
武聖夜市,Mandy Lai,在地嚮導 · 68 則評論 · 275 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109950151047529309711/reviews?hl=zh-TW
武聖夜市,James Kao,在地嚮導 · 15 則評論 · 282 張相片,1 個月前,3 顆星,,https://www.google.com/maps/contrib/104852900347896007859/reviews?hl=zh-TW
武聖夜市,藍智輝,在地嚮導 · 25 則評論 · 2 張相片,1 個月前,5 顆星,一樣讚,https://www.google.com/maps/contrib/102721650896360290170/reviews?hl=zh-TW
武聖夜市,蜜蜂,在地嚮導 · 59 則評論 · 33 張相片,1 個月前,5 顆星,很好逛，越晚越多人,https://www.google.com/maps/contrib/113274779575684956772/reviews?hl=zh-TW
武聖夜市,顏老大,在地嚮導 · 76 則評論 · 116 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/117385329414624067321/reviews?hl=zh-TW
武聖夜市,shaner hsieh,在地嚮導 · 13 則評論 · 3 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108065228765001197120/reviews?hl=zh-TW
武聖夜市,劉虹美,在地嚮導 · 16 則評論 · 8 張相片,1 個月前,3 顆星,,https://www.google.com/maps/contrib/105193149725452632229/reviews?hl=zh-TW
武聖夜市,Iris,在地嚮導 · 146 則評論 · 89 張相片,1 個月前,5 顆星,很大的夜市，食物多樣，選擇性多,https://www.google.com/maps/contrib/117179577585368879393/reviews?hl=zh-TW
武聖夜市,張Aken,在地嚮導 · 9 則評論,1 個月前,5 顆星,好逛好玩好玩！,https://www.google.com/maps/contrib/108376522317361363701/reviews?hl=zh-TW
武聖夜市,Alex LEE,在地嚮導 · 28 則評論 · 12 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/111975648672523866839/reviews?hl=zh-TW
武聖夜市,Kang Monica,在地嚮導 · 143 則評論 · 643 張相片,1 個月前,4 顆星,小吃選擇多，不好停車,https://www.google.com/maps/contrib/116440393734029170900/reviews?hl=zh-TW
武聖夜市,巫婆奶奶,在地嚮導 · 9 則評論 · 50 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/113929898511678728866/reviews?hl=zh-TW
武聖夜市,謝武憲,在地嚮導 · 12 則評論 · 11 張相片,1 個月前,5 顆星,夜市很大，週邊不好停車,https://www.google.com/maps/contrib/117022880942211036148/reviews?hl=zh-TW
武聖夜市,吳蕙如,13 則評論,1 個月前,5 顆星,王滷味第一,https://www.google.com/maps/contrib/108079008928873437497/reviews?hl=zh-TW
武聖夜市,陳麒淵,"在地嚮導 · 294 則評論 · 1,118 張相片",1 個月前,5 顆星,"今天到武聖夜市，雖然夜市規模不算大，但小吃選擇相當豐富，從鹽水雞、牛肉湯到蚵仔煎、炸雞排，幾乎每攤都讓人想停下來嘗試。價格也很實惠，即使多吃幾樣也不會覺得負擔太重，難怪是當地人也喜歡的夜市之一。

不過，人潮確實是一大挑戰，特別是假日，高峰時段幾乎寸步難行，點餐、找位置都需要耐心等待。雖然擁擠影響了逛夜市的節奏，但若能避開尖峰時段，整體體驗還是很不錯的。這裡適合喜歡道地美食、願意接受熱鬧氛圍的饕客，想來的話建議早點到，才能吃得更從容。",https://www.google.com/maps/contrib/103815425510454174537/reviews?hl=zh-TW
武聖夜市,阿心,在地嚮導 · 16 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/100416231944813118777/reviews?hl=zh-TW
武聖夜市,yu chen,1 則評論,1 個月前,4 顆星,"整體還不錯
停車場的大姐有點躁。
最雷的是賣花生捲冰淇淋的那個大嬸
態度不知道是在差什麼
根本花錢找罪受
55一個比手掌還小 這就算了 重點是裡面的冰很難吃 然後也沒有香菜nice 沒吃過這麼難吃的 我朋友吃一口直接吐出來 應該不是我味蕾問題。
夜市值5顆星 那個大嬸一顆星都不配^ ^",https://www.google.com/maps/contrib/105110617096210684446/reviews?hl=zh-TW
武聖夜市,鮮奶綠茶好喝（鮮奶綠）,在地嚮導 · 92 則評論 · 3 張相片,1 個月前,5 顆星,很多好吃的👍🏻 …,https://www.google.com/maps/contrib/116729277120561565082/reviews?hl=zh-TW
武聖夜市,吳維彬,在地嚮導 · 145 則評論 · 1 張相片,1 個月前,5 顆星,人多又熱鬧,https://www.google.com/maps/contrib/111472249568423345933/reviews?hl=zh-TW
武聖夜市,Jay Tsai,在地嚮導 · 14 則評論 · 17 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/117867329293445445643/reviews?hl=zh-TW
武聖夜市,蔡小美,在地嚮導 · 33 則評論 · 142 張相片,1 個月前,5 顆星,新鮮又好吃，武聖必吃烤魚,https://www.google.com/maps/contrib/111239156701029573671/reviews?hl=zh-TW
武聖夜市,煙薰魚,在地嚮導 · 54 則評論 · 137 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/107582494590364791979/reviews?hl=zh-TW
武聖夜市,Reeve Lin,1 則評論 · 5 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109800752407231877381/reviews?hl=zh-TW
武聖夜市,威,2 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103269783280413835352/reviews?hl=zh-TW
武聖夜市,Judy,在地嚮導 · 17 則評論 · 79 張相片,1 個月前,5 顆星,第四排🀄️對打特別好玩！ …,https://www.google.com/maps/contrib/108427900952901654312/reviews?hl=zh-TW
武聖夜市,林耕安,在地嚮導 · 32 則評論 · 9 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/101037098381967665497/reviews?hl=zh-TW
武聖夜市,詹姆士,4 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/106835829574941993856/reviews?hl=zh-TW
武聖夜市,古宜玄,15 則評論 · 1 張相片,1 個月前,5 顆星,很多好吃的,https://www.google.com/maps/contrib/114038857490470302724/reviews?hl=zh-TW
武聖夜市,Jay,7 則評論,1 個月前,4 顆星,食物選擇很多，買的太多了！,https://www.google.com/maps/contrib/114345384448762037179/reviews?hl=zh-TW
武聖夜市,劉子榕,在地嚮導 · 7 則評論,1 個月前,4 顆星,,https://www.google.com/maps/contrib/100709190198594597670/reviews?hl=zh-TW
武聖夜市,R. weee_9,"在地嚮導 · 1,083 則評論 · 8,361 張相片",1 個月前,4 顆星,有停車位、洗手間，攤販多但重覆性也高,https://www.google.com/maps/contrib/108530519279429779677/reviews?hl=zh-TW
武聖夜市,Kevin Chang,在地嚮導 · 8 則評論 · 16 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110063952369716091790/reviews?hl=zh-TW
武聖夜市,吳筑軒,11 則評論 · 14 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/104359893015189905747/reviews?hl=zh-TW
武聖夜市,Mei Mei,在地嚮導 · 39 則評論 · 62 張相片,1 個月前,5 顆星,推薦烤魚、糖葫蘆,https://www.google.com/maps/contrib/109217957250656675344/reviews?hl=zh-TW
武聖夜市,建璋,在地嚮導 · 35 則評論 · 3 張相片,1 個月前,5 顆星,超多人，超多美食，及遊戲，很好逛,https://www.google.com/maps/contrib/110602321913339058878/reviews?hl=zh-TW
武聖夜市,Yu bao XX,在地嚮導 · 14 則評論 · 8 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/107639357360407621306/reviews?hl=zh-TW
武聖夜市,chuagr,在地嚮導 · 10 則評論 · 3 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/105272852130842568014/reviews?hl=zh-TW
武聖夜市,蕭鴻志,在地嚮導 · 23 則評論 · 2 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/105220869219597374152/reviews?hl=zh-TW
武聖夜市,光君,4 則評論 · 1 張相片,1 個月前,4 顆星,不錯玩,https://www.google.com/maps/contrib/106378515744615843191/reviews?hl=zh-TW
武聖夜市,許小笨,9 則評論 · 5 張相片,1 個月前,5 顆星,好逛…很熱鬧,https://www.google.com/maps/contrib/101100017259612876127/reviews?hl=zh-TW
武聖夜市,T Roy,15 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110297101037975688225/reviews?hl=zh-TW
武聖夜市,nan tai,在地嚮導 · 38 則評論 · 13 張相片,1 個月前,5 顆星,值得來走走 非常多的攤位而且多樣化唯一的缺點就是人太多 停車空間規劃的不好 政府若真想發展觀光有所作為促進縣市經濟應當要多規劃一些免費接駁服務 跟基礎公共設施如公廁 而不是只顧著收稅,https://www.google.com/maps/contrib/105496594311878701736/reviews?hl=zh-TW
武聖夜市,周昀蓁,在地嚮導 · 17 則評論 · 4 張相片,1 個月前,5 顆星,從小到大就住隔壁，沒有花園大但包羅萬象！很好逛！,https://www.google.com/maps/contrib/102508499745782033579/reviews?hl=zh-TW
武聖夜市,Klara Tauber,在地嚮導 · 36 則評論 · 34 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/118046372753941233818/reviews?hl=zh-TW
武聖夜市,郭,在地嚮導 · 70 則評論 · 12 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103287697103828918048/reviews?hl=zh-TW
武聖夜市,李柏廷,在地嚮導 · 272 則評論 · 635 張相片,1 個月前,5 顆星,好玩,https://www.google.com/maps/contrib/117510690369569252721/reviews?hl=zh-TW
武聖夜市,5-04王文翰,在地嚮導 · 73 則評論 · 271 張相片,1 個月前,5 顆星,我覺得鍋燒意麵很好吃 東西也算便宜 很讚,https://www.google.com/maps/contrib/112863403199429421762/reviews?hl=zh-TW
武聖夜市,Howwhat Wu,"在地嚮導 · 472 則評論 · 1,255 張相片",1 個月前,4 顆星,初訪(228連假週六晚上)，攤位多人潮多，販售的品項重複性蠻高的...,https://www.google.com/maps/contrib/106898098783860346762/reviews?hl=zh-TW
武聖夜市,王嬿筑,12 則評論 · 5 張相片,1 個月前,1 顆星,"動線不好逛
車位不好停",https://www.google.com/maps/contrib/116080440501222509004/reviews?hl=zh-TW
武聖夜市,Edward Wu,9 則評論 · 9 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/102108321668930406464/reviews?hl=zh-TW
武聖夜市,張秀珠,在地嚮導 · 14 則評論 · 3 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/107270345456776989003/reviews?hl=zh-TW
武聖夜市,陳詩雅（小雅）,在地嚮導 · 47 則評論 · 37 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/115494366335769927819/reviews?hl=zh-TW
武聖夜市,Yi-Jung Tseng,在地嚮導 · 94 則評論 · 271 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/101744886207787908491/reviews?hl=zh-TW
武聖夜市,翁小貓,在地嚮導 · 9 則評論 · 6 張相片,1 個月前,5 顆星,小吃很多。,https://www.google.com/maps/contrib/109593618038340294265/reviews?hl=zh-TW
武聖夜市,林佑諭,在地嚮導 · 36 則評論 · 156 張相片,1 個月前,5 顆星,夜市裡面吃吃喝喝的攤販很多，也很多元，停車場很大，不用5分鐘就停好車了，夜市也很好逛！,https://www.google.com/maps/contrib/101716504343556931561/reviews?hl=zh-TW
武聖夜市,楊大帥,在地嚮導 · 34 則評論 · 86 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/112202493640814475013/reviews?hl=zh-TW
武聖夜市,Janejane Hu,4 則評論,1 個月前,4 顆星,很棒,https://www.google.com/maps/contrib/100731653001440885997/reviews?hl=zh-TW
武聖夜市,許宏仁,在地嚮導 · 3 則評論 · 9 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/111651860929603879757/reviews?hl=zh-TW
武聖夜市,姿姿,在地嚮導 · 61 則評論 · 374 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/101503646242497004168/reviews?hl=zh-TW
武聖夜市,天權,在地嚮導 · 29 則評論 · 4 張相片,1 個月前,5 顆星,推薦海盜船 吐到吃兩round,https://www.google.com/maps/contrib/107569120780398125430/reviews?hl=zh-TW
武聖夜市,李柔萱,2 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/115356577492827667801/reviews?hl=zh-TW
武聖夜市,蔡沛涵,在地嚮導 · 35 則評論 · 21 張相片,1 個月前,1 顆星,"吃啥雷啥
點了肉夾饃是乾巴巴又少的肉末
點了麻辣鴨血也沒入味，難吃",https://www.google.com/maps/contrib/104870683419521879611/reviews?hl=zh-TW
武聖夜市,徐行,在地嚮導 · 39 則評論 · 45 張相片,1 個月前,5 顆星,第一次去，先上網看了其他網友的推薦，跟著吃豆乳雞翅、拔絲地瓜、C果汁等等，都蠻不錯的，有機會會再來逛,https://www.google.com/maps/contrib/114696259063757445836/reviews?hl=zh-TW
武聖夜市,涼心,在地嚮導 · 84 則評論 · 10 張相片,1 個月前,1 顆星,"裡面有個賣保護貼的
地雷店 J什麼的
保護貼比外面店面貴
昨天貼 然後今天從小板凳滑下去直接變蜘蛛網
還敢收350？？
這耐摔度只配50",https://www.google.com/maps/contrib/105679710229072818419/reviews?hl=zh-TW
武聖夜市,Halladay Roy,在地嚮導 · 2 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109387012601171578417/reviews?hl=zh-TW
武聖夜市,莊叡欣,7 則評論 · 4 張相片,1 個月前,4 顆星,,https://www.google.com/maps/contrib/111342483500732254318/reviews?hl=zh-TW
武聖夜市,Su Rebecca,在地嚮導 · 4 則評論 · 636 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103883914044908926548/reviews?hl=zh-TW
武聖夜市,Chloe Liu,3 則評論,1 個月前,4 顆星,,https://www.google.com/maps/contrib/103021036118096474757/reviews?hl=zh-TW
武聖夜市,Tony Lin,在地嚮導 · 714 則評論 · 434 張相片,1 個月前,3 顆星,停車場的惡夢。擠壓步行線和狹小的用餐區，你應該帶走食物並在周圍吃飯。,https://www.google.com/maps/contrib/118280241171726389162/reviews?hl=zh-TW
武聖夜市,Michelle Lu,在地嚮導 · 128 則評論 · 51 張相片,1 個月前,1 顆星,以前唸書很喜歡逛這，二十年後再回來變了...很爛這樣.....,https://www.google.com/maps/contrib/103830055201741330037/reviews?hl=zh-TW
武聖夜市,Cliff Hsieh,"在地嚮導 · 684 則評論 · 4,053 張相片",1 個月前,1 顆星,夜市本身玩的攤位不少，吃的攤位跟一般夜市一樣，少了台南傳統美食，有點可惜。 …,https://www.google.com/maps/contrib/108054285689881536930/reviews?hl=zh-TW
武聖夜市,Evonne,在地嚮導 · 32 則評論 · 86 張相片,1 個月前,1 顆星,"夜市入口的路邊有合法機車停車格
停在路邊等待要停機車進去
武聖夜市入口處男管理人員 …",https://www.google.com/maps/contrib/112276143737687226167/reviews?hl=zh-TW
武聖夜市,馮繹升,在地嚮導 · 5 則評論 · 2 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/114801138719747699276/reviews?hl=zh-TW
武聖夜市,徐孟君,在地嚮導 · 18 則評論 · 135 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/114837613325167467784/reviews?hl=zh-TW
武聖夜市,張佩茹,在地嚮導 · 27 則評論 · 6 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110032892584798001201/reviews?hl=zh-TW
武聖夜市,Rebecca,"在地嚮導 · 575 則評論 · 2,696 張相片",1 個月前,4 顆星,還不錯 很多攤位,https://www.google.com/maps/contrib/106544566825247047592/reviews?hl=zh-TW
武聖夜市,1014 guiyua (‪阿巴阿巴‬),3 則評論 · 1 張相片,1 個月前,1 顆星,停車場門口的人口氣很差，沒看清指示也要被吼。,https://www.google.com/maps/contrib/106633196205643253701/reviews?hl=zh-TW
武聖夜市,林君如,在地嚮導 · 21 則評論 · 301 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/106240896104436712676/reviews?hl=zh-TW
武聖夜市,QiLing Lee,在地嚮導 · 18 則評論 · 4 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108639019426803905579/reviews?hl=zh-TW
武聖夜市,陳彥守,在地嚮導 · 33 則評論 · 27 張相片,1 個月前,3 顆星,,https://www.google.com/maps/contrib/109312917010706209222/reviews?hl=zh-TW
武聖夜市,陳慧鈺,在地嚮導 · 86 則評論 · 5 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/107547837679026476038/reviews?hl=zh-TW
武聖夜市,建宇,1 則評論 · 2 張相片,2 個月前,1 顆星,"這家真的很…讓人傻眼
當時我們先來的就因為我們人少
位子剩一張4人桌的就有先讓4個人的客人先坐了 明明有好的方式解決..體驗很差
這家真的很不推",https://www.google.com/maps/contrib/100516537143956051850/reviews?hl=zh-TW
