餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
大東夜市,郭恩祥,1 則評論 · 1 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/100711073457224681459/reviews?hl=zh-TW
大東夜市,吳玉娟,在地嚮導 · 3 則評論 · 27 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/107945082626344489771/reviews?hl=zh-TW
大東夜市,林嘉家,在地嚮導 · 11 則評論 · 3 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/117103268773115719604/reviews?hl=zh-TW
大東夜市,佳蓁,10 則評論 · 4 張相片,2 個月前,3 顆星,"自從分成這樣兩邊就不是很喜歡去了
好難逛🥲 …",https://www.google.com/maps/contrib/113111721775480554103/reviews?hl=zh-TW
大東夜市,鄭詠心,在地嚮導 · 127 則評論 · 254 張相片,2 個月前,5 顆星,男友跟我都沒有逛過！所以我們來逛！我發現這個是兩個夜市合在一起！一個叫大東，一個叫做大東東！裡面的東西應有竟有，有我最喜歡的泰奶，還有兩家！也有很多吃的跟玩的～雞腿捲超便宜！我超愛吃！！還買了男友喜歡的豆皮，這裡的套圈圈很佛耶～我跟男友都很愛玩夜市套圈圈！在這裡甚至中了五瓶！！有一瓶還是酒！下次來還要玩⋯！！！而且地瓜球很好吃～動線還不錯，也有鳳爪之類的，很多種種類的食物可以挑選～其實比起逛的地方，更重要的還是一起的人！不過如果還有機會，我們還是願意多訪幾次這個夜市，我認為真的不輸花園！！雞排很好吃！！！！！,https://www.google.com/maps/contrib/118343767534175079554/reviews?hl=zh-TW
大東夜市,吳惠婷,在地嚮導 · 151 則評論 · 530 張相片,2 個月前,5 顆星,炸冰太好吃了,https://www.google.com/maps/contrib/114139744533444380881/reviews?hl=zh-TW
大東夜市,JiXuan Chin,12 則評論 · 1 張相片,2 個月前,5 顆星,牛B糖葫蘆超好吃,https://www.google.com/maps/contrib/103441816092583228767/reviews?hl=zh-TW
大東夜市,陳雅妤,在地嚮導 · 104 則評論 · 361 張相片,2 個月前,5 顆星,台南過年爆滿的多人爆滿的攤商，哇,https://www.google.com/maps/contrib/115448189317387694929/reviews?hl=zh-TW
大東夜市,王小保,在地嚮導 · 3 則評論,2 個月前,2 顆星,通道不順,https://www.google.com/maps/contrib/112468441509255678447/reviews?hl=zh-TW
大東夜市,林宏俊,2 張相片,2 個月前,3 顆星,,https://www.google.com/maps/contrib/101095094280812435311/reviews?hl=zh-TW
大東夜市,Kite Chen,在地嚮導 · 197 則評論 · 299 張相片,2 個月前,3 顆星,建議可多放置一些垃圾桶在周邊，好讓整體環境更乾淨。,https://www.google.com/maps/contrib/116507183439303362262/reviews?hl=zh-TW
大東夜市,黃嘉福,6 則評論 · 12 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/106496893560279077542/reviews?hl=zh-TW
大東夜市,SuSu,在地嚮導 · 17 則評論 · 6 張相片,2 個月前,3 顆星,夜市基本上都是吃的其他攤位都很少很可惜,https://www.google.com/maps/contrib/112072768405245511631/reviews?hl=zh-TW
大東夜市,邊邊,在地嚮導 · 159 則評論 · 104 張相片,2 個月前,5 顆星,好吃好逛,https://www.google.com/maps/contrib/112163739379590662960/reviews?hl=zh-TW
大東夜市,POMPOMPURIN,8 則評論 · 3 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/110166239290847288688/reviews?hl=zh-TW
大東夜市,Akira Tonaka,在地嚮導 · 6 則評論 · 946 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/100309824146052386181/reviews?hl=zh-TW
大東夜市,黎明昌,"在地嚮導 · 712 則評論 · 5,278 張相片",2 個月前,3 顆星,"集中
食物選擇頗多
但有幾間踩雷
比例算高",https://www.google.com/maps/contrib/111394564594157033799/reviews?hl=zh-TW
大東夜市,Sam Hsieh,"在地嚮導 · 1,151 則評論",2 個月前,4 顆星,星期一晚上造訪大東夜市，裡面攤商賣的東西跟花園夜市有87%相似,https://www.google.com/maps/contrib/104076574443259889528/reviews?hl=zh-TW
大東夜市,阿爸林氏,在地嚮導 · 191 則評論 · 350 張相片,2 個月前,4 顆星,吃的滿多的，也有一些不一樣的攤販,https://www.google.com/maps/contrib/118165426513766418082/reviews?hl=zh-TW
大東夜市,weijeng liu,在地嚮導 · 13 則評論 · 6 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/116442485158582976995/reviews?hl=zh-TW
大東夜市,張荃綾,12 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/103820890196740113777/reviews?hl=zh-TW
大東夜市,謝嘉成,3 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/112517003833454868020/reviews?hl=zh-TW
大東夜市,Michelle Tsou,在地嚮導 · 118 則評論 · 25 張相片,2 個月前,5 顆星,有攤炸菇好好吃,https://www.google.com/maps/contrib/111831034992855486497/reviews?hl=zh-TW
大東夜市,Coach Chen,在地嚮導 · 75 則評論 · 87 張相片,2 個月前,5 顆星,好多美食攤販喔！還有看到主委在跟民眾拍照,https://www.google.com/maps/contrib/102819188719448411856/reviews?hl=zh-TW
大東夜市,Jhao-Ren Lin,在地嚮導 · 91 則評論 · 744 張相片,2 個月前,3 顆星,太乾了，另一家比較好吃,https://www.google.com/maps/contrib/107349420622913709676/reviews?hl=zh-TW
大東夜市,蘇明宏,在地嚮導 · 3 則評論 · 98 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/115983564083574478131/reviews?hl=zh-TW
大東夜市,鴻麟,3 則評論 · 1 張相片,2 個月前,3 顆星,,https://www.google.com/maps/contrib/104044592558669368810/reviews?hl=zh-TW
大東夜市,侯凱芸,10 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/117306225086966393392/reviews?hl=zh-TW
大東夜市,pat Lin,4 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/109712856553541745573/reviews?hl=zh-TW
大東夜市,Aaron Liu,"在地嚮導 · 468 則評論 · 5,129 張相片",2 個月前,4 顆星,好多美食小吃啊，一直吃一直排隊，肚子都腫了,https://www.google.com/maps/contrib/105821169844243428713/reviews?hl=zh-TW
大東夜市,Tif,在地嚮導 · 312 則評論 · 63 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/106296593699140794243/reviews?hl=zh-TW
大東夜市,曾朝義,在地嚮導 · 10 則評論 · 16 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/114943098906743483719/reviews?hl=zh-TW
大東夜市,容,6 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/105007716488258082375/reviews?hl=zh-TW
大東夜市,段先生,12 則評論 · 1 張相片,2 個月前,4 顆星,人多熱鬧夜市美食不錯吃,https://www.google.com/maps/contrib/103883330573154267536/reviews?hl=zh-TW
大東夜市,Ruger Tang,在地嚮導 · 67 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/110231815861518811312/reviews?hl=zh-TW
大東夜市,許哲仁,5 則評論 · 10 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/103949133432076739930/reviews?hl=zh-TW
大東夜市,安度瑞拉,在地嚮導 · 148 則評論 · 56 張相片,2 個月前,5 顆星,推豆乳雞👍有一攤在入口一男一女的員工人很好，看到我們不小心打翻豆乳雞還補給我們！ …,https://www.google.com/maps/contrib/113599774497788757686/reviews?hl=zh-TW
大東夜市,洪明輝,在地嚮導 · 3 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/100110072159460478445/reviews?hl=zh-TW
大東夜市,DIANA W,7 則評論 · 2 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/116790773681558595453/reviews?hl=zh-TW
大東夜市,李雅如,在地嚮導 · 19 則評論 · 9 張相片,2 個月前,1 顆星,"九龍城小妹妹真的很離譜，買完他們九龍城飲料站到旁邊喝顺便等朋友，九龍城小妹妹竟然叫我們不能站~
這樣的態度我們以後不会在去這家買~感受很差~
最少一定1顆星，要不然連這顆星都不想給~",https://www.google.com/maps/contrib/105845287302419851811/reviews?hl=zh-TW
大東夜市,李渲瑄,1 則評論,2 個月前,5 顆星,,https://www.google.com/maps/contrib/104937768013908401835/reviews?hl=zh-TW
大東夜市,Xiaohui Wu,"在地嚮導 · 665 則評論 · 2,569 張相片",2 個月前,4 顆星,夜市不大 過年期間 每攤都要排隊 推原住民山豬肉 跟地瓜球,https://www.google.com/maps/contrib/114307060486689309990/reviews?hl=zh-TW
大東夜市,Tony Lin,在地嚮導 · 714 則評論 · 434 張相片,2 個月前,5 顆星,"當地街頭夜市種類繁多，選擇多元。
很容易找到停車位。",https://www.google.com/maps/contrib/118280241171726389162/reviews?hl=zh-TW
大東夜市,keke,在地嚮導 · 70 則評論 · 38 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/112397733457382274440/reviews?hl=zh-TW
大東夜市,詹皓翔,"在地嚮導 · 163 則評論 · 2,038 張相片",2 個月前,5 顆星,,https://www.google.com/maps/contrib/107971850940101346576/reviews?hl=zh-TW
大東夜市,sogolo Chang,10 則評論 · 4 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/117298144360758359951/reviews?hl=zh-TW
大東夜市,潘熙琮,1 則評論 · 2 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/101380193057004845849/reviews?hl=zh-TW
大東夜市,Bryan Wan,在地嚮導 · 32 則評論 · 10 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/105424397503091279175/reviews?hl=zh-TW
大東夜市,朱立,7 則評論 · 7 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/117098625065400332999/reviews?hl=zh-TW
大東夜市,張瀚升,在地嚮導 · 30 則評論 · 17 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/113299067078577690456/reviews?hl=zh-TW
大東夜市,107 06李治賢,6 則評論 · 6 張相片,2 個月前,5 顆星,"東西很豐富
該有的都有",https://www.google.com/maps/contrib/112098070452272022505/reviews?hl=zh-TW
大東夜市,Loyiso Latha,10 則評論 · 3 張相片,2 個月前,5 顆星,非常好的和實惠的吃的。,https://www.google.com/maps/contrib/103031305617600278017/reviews?hl=zh-TW
大東夜市,吳秀鳳,在地嚮導 · 13 則評論,2 個月前,4 顆星,,https://www.google.com/maps/contrib/113828049872011034954/reviews?hl=zh-TW
大東夜市,洪景樑,在地嚮導 · 11 則評論 · 4 張相片,2 個月前,4 顆星,,https://www.google.com/maps/contrib/109326334801216701890/reviews?hl=zh-TW
大東夜市,劉曉雯,在地嚮導 · 12 則評論 · 5 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/115854824077744223964/reviews?hl=zh-TW
大東夜市,pola su,在地嚮導 · 31 則評論 · 5 張相片,2 個月前,4 顆星,"大東
玉米好吃，但醬料偏甜，整體算好吃
延記臭豆腐，外酥內嫩，汁水滿多，口味沒這麼臭
紅妃大腸包小腸，不合口味，不多說
阿桂嬤排骨湯，還可以，中規中矩
醬燒碳烤雞排，味道還不錯，缺點不能加辣，有點太鹹，1塊極限
排隊不會想買
脆皮蚵仔煎
皮脆真的脆，口味不錯，但若可以加辣就更棒
李天生古早味香腸
黑輪特別好吃，香腸偏鹹但好吃，大腸也還可以",https://www.google.com/maps/contrib/102752102465637567167/reviews?hl=zh-TW
大東夜市,惠芬朱,5 則評論 · 1 張相片,2 個月前,5 顆星,,https://www.google.com/maps/contrib/104184413110935496234/reviews?hl=zh-TW
大東夜市,Chen ping Yang,在地嚮導 · 78 則評論 · 259 張相片,2 個月前,5 顆星,攤位多元，老闆們多親切衛生，吃得很開心！,https://www.google.com/maps/contrib/105950581071130860752/reviews?hl=zh-TW
大東夜市,Clay Chan,在地嚮導 · 190 則評論 · 130 張相片,3 個月前,4 顆星,分裂成大東跟大東東，讓人丈二金剛摸不著頭緒的變化，遊戲類都滿坑的啊哈哈,https://www.google.com/maps/contrib/101392907741502793185/reviews?hl=zh-TW
大東夜市,Andie Yang,10 則評論 · 5 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/107288627546986022325/reviews?hl=zh-TW
大東夜市,imagine always,在地嚮導 · 12 則評論 · 74 張相片,3 個月前,5 顆星,顧名思義就是夜市。  玩起來真是太棒了。,https://www.google.com/maps/contrib/108675161303782474322/reviews?hl=zh-TW
大東夜市,彥宸陳,在地嚮導 · 65 則評論 · 28 張相片,3 個月前,5 顆星,美食小吃很多。,https://www.google.com/maps/contrib/113090611174019163477/reviews?hl=zh-TW
大東夜市,CC Cheng,在地嚮導 · 45 則評論 · 375 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/111390700108824218666/reviews?hl=zh-TW
大東夜市,Eason Kuo,在地嚮導 · 29 則評論 · 12 張相片,3 個月前,4 顆星,分家後，攤位變少了,https://www.google.com/maps/contrib/116393540515822649925/reviews?hl=zh-TW
大東夜市,Gang Yang,"在地嚮導 · 45 則評論 · 1,260 張相片",3 個月前,5 顆星,,https://www.google.com/maps/contrib/101129891788239971570/reviews?hl=zh-TW
大東夜市,Suet Yuen Yu,2 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/104852564306993099454/reviews?hl=zh-TW
大東夜市,ADRIAN WANGSAWIJAYA SANTOSO TMU,2 則評論,3 個月前,5 顆星,,https://www.google.com/maps/contrib/103619509337827401298/reviews?hl=zh-TW
大東夜市,LONG,在地嚮導 · 258 則評論 · 26 張相片,3 個月前,5 顆星,兩個夜市連在一起蠻好逛,https://www.google.com/maps/contrib/102070705618705982758/reviews?hl=zh-TW
大東夜市,Sung Yu-Lin,在地嚮導 · 66 則評論 · 473 張相片,3 個月前,3 顆星,只推古曼蔥油餅 雞排跳過,https://www.google.com/maps/contrib/104680640807597401992/reviews?hl=zh-TW
大東夜市,林昱丞,5 則評論,3 個月前,1 顆星,第一次看到加泡麵的蚵仔煎，邪教,https://www.google.com/maps/contrib/105251803249075115151/reviews?hl=zh-TW
大東夜市,姓名,在地嚮導 · 18 則評論 · 3 張相片,3 個月前,1 顆星,"不好意思大東東 東西好吃
但這顆是給比較沒道德的射氣球店家
看你會打在關鍵局就給容易射偏的槍

是這間給大家避避雷",https://www.google.com/maps/contrib/114824964879976281584/reviews?hl=zh-TW
大東夜市,HOANG THI LAN CHINH黃氏蘭徵,3 則評論 · 6 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/116197434930496668495/reviews?hl=zh-TW
大東夜市,Lu Pei-Ting,在地嚮導 · 77 則評論 · 138 張相片,3 個月前,5 顆星,人超級多 開車停車位很難找,https://www.google.com/maps/contrib/109791007491706916569/reviews?hl=zh-TW
大東夜市,高翊峰,1 則評論,3 個月前,5 顆星,,https://www.google.com/maps/contrib/116254052985268574849/reviews?hl=zh-TW
大東夜市,Pedro Jian,在地嚮導 · 32 則評論 · 452 張相片,3 個月前,3 顆星,,https://www.google.com/maps/contrib/112608864932532416847/reviews?hl=zh-TW
大東夜市,吳瑞堂,"在地嚮導 · 661 則評論 · 32,956 張相片",3 個月前,3 顆星,大東夜市與大東東夜市兩個夜市，賣的東西同性質太高了， 最好能夠整合成一個夜市,https://www.google.com/maps/contrib/101488168971554688572/reviews?hl=zh-TW
大東夜市,峻佑陳,在地嚮導 · 155 則評論 · 49 張相片,3 個月前,5 顆星,蒙古烤肉好吃,https://www.google.com/maps/contrib/116786002350544661487/reviews?hl=zh-TW
大東夜市,Hsin Yu Lu,18 則評論 · 2 張相片,3 個月前,5 顆星,烤魚很好吃，射擊遊戲的獎品很棒,https://www.google.com/maps/contrib/103508807256655251513/reviews?hl=zh-TW
大東夜市,SH T,在地嚮導 · 31 則評論 · 21 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/113134859864595923388/reviews?hl=zh-TW
大東夜市,白榮金,在地嚮導 · 10 則評論 · 18 張相片,3 個月前,2 顆星,,https://www.google.com/maps/contrib/108238305712332138391/reviews?hl=zh-TW
大東夜市,Heureak,在地嚮導 · 11 則評論 · 14 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/109511417655324231884/reviews?hl=zh-TW
大東夜市,馬德華,在地嚮導 · 38 則評論 · 37 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/109895847934892076179/reviews?hl=zh-TW
大東夜市,茉莉素馨,163 則評論,3 個月前,5 顆星,大東東夜市,https://www.google.com/maps/contrib/102667955181294375423/reviews?hl=zh-TW
大東夜市,CW Hsu,在地嚮導 · 54 則評論 · 32 張相片,3 個月前,2 顆星,動線雜亂，小吃貴到離譜又不好吃,https://www.google.com/maps/contrib/117958842566833616654/reviews?hl=zh-TW
大東夜市,Bona Woo,7 則評論 · 3 張相片,3 個月前,4 顆星,"人很多，食物大多很美味。
人潮洶湧，熱門菜色需排隊等候20分鐘左右。",https://www.google.com/maps/contrib/118308814876908663004/reviews?hl=zh-TW
大東夜市,Barney Charles,"在地嚮導 · 328 則評論 · 1,015 張相片",3 個月前,5 顆星,各種美味佳餚展現台灣文化與對美食的熱愛,https://www.google.com/maps/contrib/117407167427153711575/reviews?hl=zh-TW
大東夜市,Jenny Chien,"在地嚮導 · 659 則評論 · 2,440 張相片",3 個月前,4 顆星,很好逛，可吃可喝可玩可買，隔壁大東東比較多樣,https://www.google.com/maps/contrib/103735100458022368830/reviews?hl=zh-TW
大東夜市,donut chen,"在地嚮導 · 92 則評論 · 1,905 張相片",3 個月前,4 顆星,,https://www.google.com/maps/contrib/109524810115934062475/reviews?hl=zh-TW
大東夜市,Yue Buna,在地嚮導 · 66 則評論 · 49 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/102231147245281699403/reviews?hl=zh-TW
大東夜市,賴良樺,在地嚮導 · 131 則評論 · 14 張相片,3 個月前,5 顆星,台南必逛夜市,https://www.google.com/maps/contrib/106671905361538301225/reviews?hl=zh-TW
大東夜市,Nina Liu,在地嚮導 · 77 則評論 · 46 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/102778069204225467486/reviews?hl=zh-TW
大東夜市,Vanvanty Huang,2 則評論 · 2 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/103302053783479383198/reviews?hl=zh-TW
大東夜市,Amira,在地嚮導 · 75 則評論 · 171 張相片,3 個月前,5 顆星,攤位多 走道順倡 建議騎摩托車 遠道來的人要找鄰近付費停車場,https://www.google.com/maps/contrib/102729281178329342769/reviews?hl=zh-TW
大東夜市,楊玠原,在地嚮導,3 個月前,4 顆星,,https://www.google.com/maps/contrib/110872014153866321235/reviews?hl=zh-TW
大東夜市,Jason Cho,在地嚮導 · 3 則評論 · 445 張相片,3 個月前,4 顆星,有多樣化小吃和各類可以獲得填充玩偶的遊戲。,https://www.google.com/maps/contrib/100029759904434541530/reviews?hl=zh-TW
大東夜市,心自在,在地嚮導 · 121 則評論 · 116 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/110288358307336463939/reviews?hl=zh-TW
大東夜市,Evelyn Lin,在地嚮導 · 17 則評論 · 4 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/100582630356149909190/reviews?hl=zh-TW
大東夜市,N N,在地嚮導 · 86 則評論 · 100 張相片,3 個月前,5 顆星,"跟大東夜市其實還是一體的
整體東西非常多
而且也都很好吃！",https://www.google.com/maps/contrib/101832640103865535857/reviews?hl=zh-TW
大東夜市,Xu,"在地嚮導 · 340 則評論 · 1,248 張相片",3 個月前,5 顆星,現在是大東和大東東一起，大推美食：古曼蔥油餅、紅妃大腸米腸、櫥窗滷味、蔡家臭豆腐都是非常好吃大美食攤,https://www.google.com/maps/contrib/117083602321435925535/reviews?hl=zh-TW
大東夜市,Miao-Hua Shih,在地嚮導 · 249 則評論 · 760 張相片,3 個月前,5 顆星,大東夜市分成大東夜市跟隔壁的大東東夜市，實際上還是連在一起的，只是夜市內部不能直接過去，要先走到街上再進一次夜市這樣，有很多吃的玩的～,https://www.google.com/maps/contrib/108684600250021926573/reviews?hl=zh-TW
大東夜市,ian Hsieh,在地嚮導 · 17 則評論 · 6 張相片,3 個月前,5 顆星,人雖然很多，但是東西品項很多東西也好吃,https://www.google.com/maps/contrib/108042688073597567069/reviews?hl=zh-TW
大東夜市,Yu,在地嚮導 · 119 則評論 · 15 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/105901246000186130571/reviews?hl=zh-TW
大東夜市,Hongwei Tian,"在地嚮導 · 535 則評論 · 2,148 張相片",3 個月前,5 顆星,,https://www.google.com/maps/contrib/114181325625982757405/reviews?hl=zh-TW
大東夜市,Ann,在地嚮導 · 69 則評論 · 139 張相片,3 個月前,5 顆星,糖葫蘆攤販氾濫 請大家認明牛B糖葫蘆 裹的糖薄脆不黏牙 對於草莓是錦上添花 還能選醬一起裹在米紙裡  雖然可能比其他店稍貴20元 但品質值得 吃的很香,https://www.google.com/maps/contrib/112298770376352223329/reviews?hl=zh-TW
大東夜市,SN P,在地嚮導 · 55 則評論 · 36 張相片,3 個月前,5 顆星,很久沒有回來了，發現分家,https://www.google.com/maps/contrib/100766983638632110654/reviews?hl=zh-TW
大東夜市,jouting hsu,在地嚮導 · 7 則評論 · 4 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/104261392678207273281/reviews?hl=zh-TW
大東夜市,Kevin Huang,在地嚮導 · 7 則評論 · 3 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/109118568515331452615/reviews?hl=zh-TW
大東夜市,Yi J,在地嚮導 · 19 則評論 · 1 張相片,3 個月前,5 顆星,每賣，只是停車要稍微在附近繞一下,https://www.google.com/maps/contrib/113299966779024090789/reviews?hl=zh-TW
大東夜市,JC WEI,在地嚮導 · 119 則評論 · 128 張相片,3 個月前,3 顆星,,https://www.google.com/maps/contrib/102934549894100083307/reviews?hl=zh-TW
大東夜市,Otto Lai,"在地嚮導 · 1,067 則評論 · 7,566 張相片",3 個月前,4 顆星,南方的夜市其實比北部的好。人群、氛圍、規模以及當地人的熱情和友善，一切都將整個體驗提升到另一個層次。,https://www.google.com/maps/contrib/102702929484510747265/reviews?hl=zh-TW
大東夜市,陳宣仁,在地嚮導 · 53 則評論 · 915 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/113526480710934652596/reviews?hl=zh-TW
大東夜市,王昇空,"在地嚮導 · 129 則評論 · 8,230 張相片",3 個月前,5 顆星,,https://www.google.com/maps/contrib/105136518506055603044/reviews?hl=zh-TW
大東夜市,紳士,在地嚮導 · 19 則評論 · 99 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/109090308135851416397/reviews?hl=zh-TW
大東夜市,Lara Hsieh,在地嚮導 · 27 則評論 · 43 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/117689952808085711815/reviews?hl=zh-TW
大東夜市,jk smile.,在地嚮導 · 27 則評論 · 140 張相片,3 個月前,5 顆星,"25.1.13 21:40
絕對強烈推薦！這裡擠滿了當地人。有很多商店，也有很多可以坐下來吃飯的地方。你可以去吃其他餐廳的食物！

所有的食物都很美味，包括炸肉、牡蠣煎餅、雞排（包括麵條）和牛排。

+沒有賣啤酒的地方。我們在外面喝了杯子裡的啤酒。我可以直接從罐頭喝嗎？",https://www.google.com/maps/contrib/108986067727429786914/reviews?hl=zh-TW
大東夜市,蔡怡珍,在地嚮導 · 16 則評論 · 1 張相片,3 個月前,2 顆星,,https://www.google.com/maps/contrib/114986831630193611331/reviews?hl=zh-TW
大東夜市,Chris Chuang,在地嚮導 · 23 則評論 · 25 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/103400083558912110754/reviews?hl=zh-TW
大東夜市,許依瑄,在地嚮導 · 17 則評論 · 9 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/100053543437534269917/reviews?hl=zh-TW
大東夜市,Soraya M,在地嚮導 · 23 則評論 · 7 張相片,3 個月前,5 顆星,我認為台南最好的夜市。不太幽閉恐懼症－有真正的空間可以散步和看東西。有很多流行和傳統菜餚可供嘗試。,https://www.google.com/maps/contrib/110137672055330188200/reviews?hl=zh-TW
大東夜市,王心怡,在地嚮導 · 59 則評論 · 2 張相片,3 個月前,3 顆星,,https://www.google.com/maps/contrib/113922848507516711634/reviews?hl=zh-TW
大東夜市,黓龍君,在地嚮導 · 137 則評論 · 1 張相片,3 個月前,5 顆星,東西不錯吃，便宜，讚。,https://www.google.com/maps/contrib/100064651729815375767/reviews?hl=zh-TW
大東夜市,綾小路マシュ麻呂,"在地嚮導 · 223 則評論 · 1,214 張相片",3 個月前,5 顆星,我喜歡很多事情。,https://www.google.com/maps/contrib/117833425271967901380/reviews?hl=zh-TW
大東夜市,Leo Lee,在地嚮導 · 100 則評論 · 517 張相片,3 個月前,5 顆星,"經典夜市, 打發晚上時間的好去處！",https://www.google.com/maps/contrib/103021737202030798619/reviews?hl=zh-TW
大東夜市,蓁蓁,在地嚮導 · 7 則評論 · 153 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/103737530908432306350/reviews?hl=zh-TW
大東夜市,無憂無慮的逍遙,2 則評論 · 2 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/106214589758210244925/reviews?hl=zh-TW
大東夜市,陳 瓏仁,1 則評論,3 個月前,5 顆星,,https://www.google.com/maps/contrib/118321458076411576163/reviews?hl=zh-TW
大東夜市,洪源宏,8 則評論,3 個月前,5 顆星,好玩,https://www.google.com/maps/contrib/100814246756370950444/reviews?hl=zh-TW
大東夜市,S O,在地嚮導 · 86 則評論 · 107 張相片,3 個月前,5 顆星,"我是從台南站附近騎Ubike去的。
它看起來像一個當地的夜市，有很多小吃攤。店裡排著長隊的蔥油麻糬非常美味。",https://www.google.com/maps/contrib/102985914737726387419/reviews?hl=zh-TW
大東夜市,Zizz,"在地嚮導 · 201 則評論 · 1,337 張相片",3 個月前,1 顆星,大東夜市和大東東夜市是台南最讓人失望的夜市體驗。首先，兩個夜市分開設置，走來走去非常麻煩，完全沒有集中逛夜市的樂趣。垃圾桶少得可憐，攤販種類也不豐富，讓人感覺相當無聊且不方便。 …,https://www.google.com/maps/contrib/111306401410589852639/reviews?hl=zh-TW
大東夜市,Zhi,"在地嚮導 · 148 則評論 · 14,022 張相片",3 個月前,5 顆星,,https://www.google.com/maps/contrib/111893535312554951548/reviews?hl=zh-TW
大東夜市,Jessica Murata,在地嚮導 · 35 則評論 · 115 張相片,3 個月前,4 顆星,熱鬧的台南夜市；刈包真的很好吃！蔥油餅、豬肉和蜘蛛麵也很棒。不過要做好沒有座位的準備！ （@roaming.eater）,https://www.google.com/maps/contrib/103237158077823901956/reviews?hl=zh-TW
大東夜市,曾明哲,5 則評論 · 1 張相片,3 個月前,4 顆星,烤香魚好吃記的買大隻,https://www.google.com/maps/contrib/102362645821636603262/reviews?hl=zh-TW
大東夜市,Yvonne,在地嚮導 · 16 則評論 · 20 張相片,3 個月前,5 顆星,大東大東東,https://www.google.com/maps/contrib/108179691878159035160/reviews?hl=zh-TW
大東夜市,yihan,在地嚮導 · 16 則評論 · 8 張相片,3 個月前,5 顆星,👍🏻 …,https://www.google.com/maps/contrib/111307408506950548366/reviews?hl=zh-TW
大東夜市,Kevin Lin,9 則評論 · 2 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/105892849051036412645/reviews?hl=zh-TW
大東夜市,林偉華,在地嚮導 · 29 則評論 · 294 張相片,3 個月前,4 顆星,,https://www.google.com/maps/contrib/100320361814391938204/reviews?hl=zh-TW
大東夜市,林于馨,在地嚮導 · 140 則評論 · 53 張相片,3 個月前,5 顆星,,https://www.google.com/maps/contrib/101386088003178036735/reviews?hl=zh-TW
大東夜市,強尼爾,在地嚮導 · 16 則評論,3 個月前,5 顆星,攤位動線規劃明確，各攤都清楚明確標示價格，非常值得逛，除了汽車停車位稍嫌不足,https://www.google.com/maps/contrib/102511095286733825229/reviews?hl=zh-TW
